,source_uid,source_bid,source_name,source_class,source_type,target_uid,target_bid,target_name,target_class,target_type,target_muscle,syn_count,eff_weight
3223,5052,16865,IN23B018,intrinsic,glutamate,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,5,-5
3224,5052,16865,IN23B018,intrinsic,glutamate,23267,19771,MNfl12,motor,glutamate,Tr flexor,8,-8
3225,5059,17553,IN12B037,intrinsic,gaba,19861,18579,MNfl08,motor,glutamate,Sternotrochanter,5,-5
3226,5059,17553,IN12B037,intrinsic,gaba,3877,155633,MNfl18,motor,glutamate,Tergotr.,7,-7
3227,5071,16663,IN20A.22A009,intrinsic,acetylcholine,4567,13163,MNfl40,motor,glutamate,Ti flexor,38,38
3228,5071,16663,IN20A.22A009,intrinsic,acetylcholine,11570,13283,MNfl21,motor,glutamate,Ti flexor,28,28
3229,5071,16663,IN20A.22A009,intrinsic,acetylcholine,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,15,15
3230,5071,16663,IN20A.22A009,intrinsic,acetylcholine,12793,13399,MNfl21,motor,glutamate,Ti flexor,24,24
3231,5071,16663,IN20A.22A009,intrinsic,acetylcholine,10377,13563,MNfl30,motor,glutamate,Ti flexor,10,10
3232,5071,16663,IN20A.22A009,intrinsic,acetylcholine,11044,13819,MNfl27,motor,glutamate,Acc. ti flexor,5,5
3233,5071,16663,IN20A.22A009,intrinsic,acetylcholine,10789,14824,MNfl25,motor,glutamate,Acc. ti flexor,6,6
3234,5071,16663,IN20A.22A009,intrinsic,acetylcholine,8879,14848,MNfl40,motor,unknown,Ti flexor,12,12
3235,5071,16663,IN20A.22A009,intrinsic,acetylcholine,21318,15317,MNfl15,motor,glutamate,ltm2-femur,8,8
3236,5071,16663,IN20A.22A009,intrinsic,acetylcholine,11169,15367,MNfl27,motor,glutamate,Acc. ti flexor,8,8
3237,5071,16663,IN20A.22A009,intrinsic,acetylcholine,840,17050,MNfl15,motor,glutamate,ltm2-femur,10,10
3238,5071,16663,IN20A.22A009,intrinsic,acetylcholine,1360,18483,MNfl10,motor,glutamate,front leg,7,7
3239,5071,16663,IN20A.22A009,intrinsic,acetylcholine,6222,19048,MNfl26,motor,glutamate,Acc. ti flexor,5,5
3240,5071,16663,IN20A.22A009,intrinsic,acetylcholine,1895,19886,MNfl12,motor,glutamate,Tr flexor,6,6
3241,5071,16663,IN20A.22A009,intrinsic,acetylcholine,15011,22126,MNfl20,motor,glutamate,Tergotr.,10,10
3242,5071,16663,IN20A.22A009,intrinsic,acetylcholine,7274,166385,MNfl38,motor,unknown,ltm1-tibia,15,15
3243,5078,157726,IN06A075,intrinsic,gaba,16793,10011,MNwm03,motor,glutamate,hg1,19,-19
3244,5078,157726,IN06A075,intrinsic,gaba,1864,10064,MNwm17,motor,glutamate,b2,63,-63
3245,5078,157726,IN06A075,intrinsic,gaba,8520,10433,MNwm24,motor,glutamate,hg4,6,-6
3246,5083,17351,IN04B047,intrinsic,acetylcholine,18089,12396,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,16,16
3247,5083,17351,IN04B047,intrinsic,acetylcholine,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,74,74
3248,5083,17351,IN04B047,intrinsic,acetylcholine,21423,13490,MNfl53,motor,glutamate,Tergopleural/Pleural promotor,7,7
3249,5083,17351,IN04B047,intrinsic,acetylcholine,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,40,40
3250,5093,26717,IN16B091,intrinsic,glutamate,5943,11706,MNfl39,motor,glutamate,Ti extensor,109,-109
3251,5093,26717,IN16B091,intrinsic,glutamate,20654,12628,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,22,-22
3252,5093,26717,IN16B091,intrinsic,glutamate,19046,12761,MNfl24,motor,glutamate,Acc. ti flexor,5,-5
3253,5093,26717,IN16B091,intrinsic,glutamate,22286,12891,MNfl44,motor,glutamate,Fe reductor,7,-7
3254,5093,26717,IN16B091,intrinsic,glutamate,5770,13115,MNfl41,motor,glutamate,Ti extensor,98,-98
3255,5093,26717,IN16B091,intrinsic,glutamate,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,7,-7
3256,5093,26717,IN16B091,intrinsic,glutamate,8991,15446,MNfl52,motor,glutamate,Ta levator,11,-11
3257,5093,26717,IN16B091,intrinsic,glutamate,7756,16250,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,12,-12
3258,5093,26717,IN16B091,intrinsic,glutamate,10455,18983,MNfl35,motor,glutamate,Fe reductor,5,-5
3259,5093,26717,IN16B091,intrinsic,glutamate,9909,19751,MNfl52,motor,glutamate,Ta levator,10,-10
3260,5097,14858,IN12A022,intrinsic,acetylcholine,16793,10011,MNwm03,motor,glutamate,hg1,46,46
3261,5097,14858,IN12A022,intrinsic,acetylcholine,9899,10123,MNwm03,motor,glutamate,hg1,58,58
3262,5097,14858,IN12A022,intrinsic,acetylcholine,16650,10694,MNwm30,motor,glutamate,ps2,11,11
3263,5097,14858,IN12A022,intrinsic,acetylcholine,7718,11054,MNwm30,motor,glutamate,ps2,10,10
3264,5097,14858,IN12A022,intrinsic,acetylcholine,21757,11428,MNad63,motor,glutamate,abdomen A2,6,6
3265,5097,14858,IN12A022,intrinsic,acetylcholine,7954,13006,MNhl39,motor,glutamate,Ti extensor,5,5
3266,5113,13285,IN12B020,intrinsic,gaba,19046,12761,MNfl24,motor,glutamate,Acc. ti flexor,24,-24
3267,5113,13285,IN12B020,intrinsic,gaba,8991,15446,MNfl52,motor,glutamate,Ta levator,20,-20
3268,5113,13285,IN12B020,intrinsic,gaba,9909,19751,MNfl52,motor,glutamate,Ta levator,15,-15
3269,5114,12889,IN07B026,intrinsic,acetylcholine,12438,10131,MNwm17,motor,glutamate,b2,18,18
3270,5114,12889,IN07B026,intrinsic,acetylcholine,2382,11991,MNwm35,motor,glutamate,wing,41,41
3271,5114,12889,IN07B026,intrinsic,acetylcholine,4263,13974,MNnm13,motor,glutamate,neck,19,19
3272,5114,12889,IN07B026,intrinsic,acetylcholine,13025,17216,MNhm43,motor,glutamate,haltere,5,5
3273,5114,12889,IN07B026,intrinsic,acetylcholine,10273,178721,MNnm10,motor,glutamate,neck,33,33
3274,5121,21993,IN11B009,intrinsic,gaba,4751,10017,MNwm16,motor,glutamate,b1,5,-5
3275,5131,10792,IN01A011,intrinsic,acetylcholine,5556,10737,MNml39,motor,acetylcholine,Ti extensor,5,5
3276,5131,10792,IN01A011,intrinsic,acetylcholine,10125,11813,MNhl02,motor,glutamate,hind leg,5,5
3277,5131,10792,IN01A011,intrinsic,acetylcholine,9202,12756,MNad35,motor,glutamate,abdomen A2,5,5
3278,5131,10792,IN01A011,intrinsic,acetylcholine,17307,13151,MNhm41,motor,glutamate,hiii2,12,12
3279,5131,10792,IN01A011,intrinsic,acetylcholine,10647,13904,MNml37,motor,glutamate,Tr extensor,5,5
3280,5131,10792,IN01A011,intrinsic,acetylcholine,9492,152642,MNhl08,motor,glutamate,Sternotrochanter,18,18
3281,5131,10792,IN01A011,intrinsic,acetylcholine,4427,157432,MNhl22,motor,glutamate,Sternotrochanter,12,12
3282,5131,10792,IN01A011,intrinsic,acetylcholine,14115,162912,MNhl37,motor,glutamate,Tr extensor,7,7
3283,5132,10396,IN03B011,intrinsic,gaba,5943,11706,MNfl39,motor,glutamate,Ti extensor,7,-7
3284,5153,21791,IN03A094,intrinsic,acetylcholine,3277,16400,MNfl14,motor,unknown,Acc. tr flexor,7,7
3285,5153,21791,IN03A094,intrinsic,acetylcholine,22074,18440,MNfl07,motor,glutamate,Tr flexor,23,23
3286,5153,21791,IN03A094,intrinsic,acetylcholine,1895,19886,MNfl12,motor,glutamate,Tr flexor,13,13
3287,5159,10590,IN03B021,intrinsic,gaba,19443,10811,MNhl38,motor,glutamate,ltm1-tibia,7,-7
3288,5159,10590,IN03B021,intrinsic,gaba,3879,10968,MNhl68,motor,glutamate,hind leg,36,-36
3289,5159,10590,IN03B021,intrinsic,gaba,14057,11022,MNhl36,motor,glutamate,Sternal anterior rotator,27,-27
3290,5159,10590,IN03B021,intrinsic,gaba,21757,11428,MNad63,motor,glutamate,abdomen A2,9,-9
3291,5159,10590,IN03B021,intrinsic,gaba,21760,11562,MNhl36,motor,glutamate,Sternal anterior rotator,24,-24
3292,5159,10590,IN03B021,intrinsic,gaba,16916,12474,MNhl28,motor,glutamate,Acc. ti flexor,51,-51
3293,5159,10590,IN03B021,intrinsic,gaba,19929,14341,MNad33,motor,glutamate,abdomen A2,7,-7
3294,5159,10590,IN03B021,intrinsic,gaba,12896,16356,MNhl15,motor,glutamate,ltm2-femur,18,-18
3295,5159,10590,IN03B021,intrinsic,gaba,5064,16633,MNhl13,motor,glutamate,Fe reductor,12,-12
3296,5159,10590,IN03B021,intrinsic,gaba,21836,16750,MNad45,motor,glutamate,abdomen A2,7,-7
3297,5159,10590,IN03B021,intrinsic,gaba,7610,16903,MNhl14,motor,glutamate,Acc. tr flexor,22,-22
3298,5159,10590,IN03B021,intrinsic,gaba,10615,17970,MNhl62,motor,glutamate,hind leg,8,-8
3299,5159,10590,IN03B021,intrinsic,gaba,16232,21718,MNfl16,motor,glutamate,Sternal adductor,5,-5
3300,5159,10590,IN03B021,intrinsic,gaba,16877,24669,MNml36,motor,glutamate,Sternal anterior rotator,17,-17
3301,5159,10590,IN03B021,intrinsic,gaba,7050,162830,MNml19,motor,glutamate,ltm1-tibia,6,-6
3302,5159,10590,IN03B021,intrinsic,gaba,6657,171055,MNml16,motor,acetylcholine,Sternal adductor,13,-13
3303,5161,10328,IN01A002,intrinsic,acetylcholine,16520,10462,MNhl41,motor,glutamate,Ti extensor,8,8
3304,5161,10328,IN01A002,intrinsic,acetylcholine,14349,10571,MNhm42,motor,glutamate,haltere,36,36
3305,5161,10328,IN01A002,intrinsic,acetylcholine,15434,11400,MNhl34,motor,glutamate,Sternal posterior rotator,10,10
3306,5161,10328,IN01A002,intrinsic,acetylcholine,17059,11529,MNml33,motor,glutamate,Sternal posterior rotator,5,5
3307,5161,10328,IN01A002,intrinsic,acetylcholine,22697,13434,MNhl18,motor,glutamate,Tergotr.,6,6
3308,5161,10328,IN01A002,intrinsic,acetylcholine,6018,49582,MNhm42,motor,glutamate,haltere,21,21
3309,5161,10328,IN01A002,intrinsic,acetylcholine,2388,154133,MNhl06,motor,glutamate,Sternal posterior rotator,27,27
3310,5172,10620,IN13B004,intrinsic,gaba,17598,22358,MNfl51,motor,glutamate,Ta levator,24,-24
3311,5172,10620,IN13B004,intrinsic,gaba,16761,25674,MNfl47,motor,gaba,Ta depressor,16,-16
3312,5176,19852,IN05B085,intrinsic,gaba,16650,10694,MNwm30,motor,glutamate,ps2,7,-7
3313,5176,19852,IN05B085,intrinsic,gaba,7718,11054,MNwm30,motor,glutamate,ps2,6,-6
3314,5183,18413,IN03A051,intrinsic,acetylcholine,18091,12134,MNfl30,motor,glutamate,Ti flexor,22,22
3315,5183,18413,IN03A051,intrinsic,acetylcholine,18089,12396,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,5,5
3316,5183,18413,IN03A051,intrinsic,acetylcholine,980,13156,MNfl45,motor,glutamate,ltm,7,7
3317,5183,18413,IN03A051,intrinsic,acetylcholine,3577,15321,MNfl21,motor,glutamate,Ti flexor,11,11
3318,5183,18413,IN03A051,intrinsic,acetylcholine,19372,17176,MNfl36,motor,glutamate,Sternal anterior rotator,5,5
3319,5183,18413,IN03A051,intrinsic,acetylcholine,20040,17664,MNfl10,motor,glutamate,front leg,5,5
3320,5183,18413,IN03A051,intrinsic,acetylcholine,7314,21944,MNfl35,motor,glutamate,Fe reductor,9,9
3321,5183,18413,IN03A051,intrinsic,acetylcholine,17515,26566,MNfl36,motor,glutamate,Sternal anterior rotator,19,19
3322,5183,18413,IN03A051,intrinsic,acetylcholine,16635,155853,MNfl16,motor,glutamate,Sternal adductor,8,8
3323,5183,18413,IN03A051,intrinsic,acetylcholine,3357,156857,MNfl35,motor,glutamate,Fe reductor,16,16
3324,5193,17523,IN12B023,intrinsic,gaba,5550,11657,MNfl41,motor,glutamate,Ti extensor,5,-5
3325,5193,17523,IN12B023,intrinsic,gaba,18089,12396,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,60,-60
3326,5193,17523,IN12B023,intrinsic,gaba,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,10,-10
3327,5193,17523,IN12B023,intrinsic,gaba,21423,13490,MNfl53,motor,glutamate,Tergopleural/Pleural promotor,8,-8
3328,5193,17523,IN12B023,intrinsic,gaba,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,5,-5
3329,5193,17523,IN12B023,intrinsic,gaba,20831,23048,MNfl14,motor,glutamate,Acc. tr flexor,15,-15
3330,5193,17523,IN12B023,intrinsic,gaba,9041,23299,MNfl05,motor,glutamate,Tr flexor,14,-14
3331,5193,17523,IN12B023,intrinsic,gaba,6816,25475,MNfl14,motor,glutamate,Acc. tr flexor,11,-11
3332,5193,17523,IN12B023,intrinsic,gaba,16761,25674,MNfl47,motor,gaba,Ta depressor,6,-6
3333,5193,17523,IN12B023,intrinsic,gaba,14981,26588,MNfl14,motor,glutamate,Acc. tr flexor,7,-7
3334,5193,17523,IN12B023,intrinsic,gaba,8692,29689,MNfl06,motor,glutamate,Sternal posterior rotator,15,-15
3335,5195,15524,IN04B015,intrinsic,acetylcholine,19149,11226,MNfl35,motor,glutamate,Fe reductor,33,33
3336,5195,15524,IN04B015,intrinsic,acetylcholine,20654,12628,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,46,46
3337,5195,15524,IN04B015,intrinsic,acetylcholine,22286,12891,MNfl44,motor,glutamate,Fe reductor,27,27
3338,5195,15524,IN04B015,intrinsic,acetylcholine,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,46,46
3339,5195,15524,IN04B015,intrinsic,acetylcholine,22711,13464,MNfl53,motor,glutamate,Tergopleural/Pleural promotor,33,33
3340,5195,15524,IN04B015,intrinsic,acetylcholine,1529,14783,MNfl14,motor,glutamate,Acc. tr flexor,9,9
3341,5195,15524,IN04B015,intrinsic,acetylcholine,8991,15446,MNfl52,motor,glutamate,Ta levator,6,6
3342,5195,15524,IN04B015,intrinsic,acetylcholine,7756,16250,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,6,6
3343,5195,15524,IN04B015,intrinsic,acetylcholine,22074,18440,MNfl07,motor,glutamate,Tr flexor,12,12
3344,5195,15524,IN04B015,intrinsic,acetylcholine,10455,18983,MNfl35,motor,glutamate,Fe reductor,15,15
3345,5195,15524,IN04B015,intrinsic,acetylcholine,1895,19886,MNfl12,motor,glutamate,Tr flexor,8,8
3346,5195,15524,IN04B015,intrinsic,acetylcholine,10966,20386,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,59,59
3347,5195,15524,IN04B015,intrinsic,acetylcholine,16232,21718,MNfl16,motor,glutamate,Sternal adductor,21,21
3348,5195,15524,IN04B015,intrinsic,acetylcholine,11488,22215,MNfl36,motor,glutamate,Sternal anterior rotator,49,49
3349,5213,102868,IN21A003,intrinsic,glutamate,980,13156,MNfl45,motor,glutamate,ltm,17,-17
3350,5213,102868,IN21A003,intrinsic,glutamate,20086,13628,MNfl17,motor,glutamate,Pleural remotor/abductor,36,-36
3351,5213,102868,IN21A003,intrinsic,glutamate,15079,15791,MNfl26,motor,glutamate,Acc. ti flexor,12,-12
3352,5213,102868,IN21A003,intrinsic,glutamate,10876,17885,MNfl28,motor,glutamate,Acc. ti flexor,8,-8
3353,5213,102868,IN21A003,intrinsic,glutamate,3676,18412,MNfl25,motor,glutamate,Acc. ti flexor,43,-43
3354,5213,102868,IN21A003,intrinsic,glutamate,20171,18554,MNfl42,motor,glutamate,Acc. ti flexor,5,-5
3355,5213,102868,IN21A003,intrinsic,glutamate,11623,20612,MNfl19,motor,glutamate,ltm1-tibia,21,-21
3356,5213,102868,IN21A003,intrinsic,glutamate,17871,21749,MNfl50,motor,glutamate,Ta depressor,11,-11
3357,5213,102868,IN21A003,intrinsic,glutamate,17515,26566,MNfl36,motor,glutamate,Sternal anterior rotator,7,-7
3358,5213,102868,IN21A003,intrinsic,glutamate,8692,29689,MNfl06,motor,glutamate,Sternal posterior rotator,15,-15
3359,5213,102868,IN21A003,intrinsic,glutamate,16635,155853,MNfl16,motor,glutamate,Sternal adductor,22,-22
3360,5221,15748,IN03A024,intrinsic,acetylcholine,19149,11226,MNfl35,motor,glutamate,Fe reductor,146,146
3361,5221,15748,IN03A024,intrinsic,acetylcholine,19046,12761,MNfl24,motor,glutamate,Acc. ti flexor,6,6
3362,5221,15748,IN03A024,intrinsic,acetylcholine,22286,12891,MNfl44,motor,glutamate,Fe reductor,92,92
3363,5221,15748,IN03A024,intrinsic,acetylcholine,11199,13300,MNfl36,motor,glutamate,Sternal anterior rotator,9,9
3364,5221,15748,IN03A024,intrinsic,acetylcholine,13193,13942,MNfl34,motor,glutamate,Sternal posterior rotator,9,9
3365,5221,15748,IN03A024,intrinsic,acetylcholine,3698,14346,MNfl17,motor,unknown,Pleural remotor/abductor,6,6
3366,5221,15748,IN03A024,intrinsic,acetylcholine,15203,16419,MNfl31,motor,glutamate,Pleural remotor/abductor,11,11
3367,5221,15748,IN03A024,intrinsic,acetylcholine,10455,18983,MNfl35,motor,glutamate,Fe reductor,110,110
3368,5221,15748,IN03A024,intrinsic,acetylcholine,1155,21241,MNfl06,motor,glutamate,Sternal posterior rotator,25,25
3369,5221,15748,IN03A024,intrinsic,acetylcholine,16232,21718,MNfl16,motor,glutamate,Sternal adductor,23,23
3370,5221,15748,IN03A024,intrinsic,acetylcholine,11473,24050,MNfl13,motor,glutamate,Fe reductor,21,21
3371,5221,15748,IN03A024,intrinsic,acetylcholine,16452,25767,MNfl34,motor,glutamate,Sternal posterior rotator,18,18
3372,5235,14175,IN19A030,intrinsic,gaba,18091,12134,MNfl30,motor,glutamate,Ti flexor,7,-7
3373,5235,14175,IN19A030,intrinsic,gaba,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,5,-5
3374,5235,14175,IN19A030,intrinsic,gaba,18069,15023,MNfl43,motor,glutamate,Acc. ti flexor,20,-20
3375,5235,14175,IN19A030,intrinsic,gaba,3417,16632,MNfl27,motor,gaba,Acc. ti flexor,49,-49
3376,5235,14175,IN19A030,intrinsic,gaba,20171,18554,MNfl42,motor,glutamate,Acc. ti flexor,15,-15
3377,5235,14175,IN19A030,intrinsic,gaba,10738,19092,MNfl23,motor,glutamate,ltm,9,-9
3378,5235,14175,IN19A030,intrinsic,gaba,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,9,-9
3379,5235,14175,IN19A030,intrinsic,gaba,4492,19468,MNfl48,motor,glutamate,Ta depressor,34,-34
3380,5235,14175,IN19A030,intrinsic,gaba,18287,29487,MNfl49,motor,glutamate,Ta depressor,7,-7
3381,5235,14175,IN19A030,intrinsic,gaba,15415,101043,MNfl27,motor,glutamate,Acc. ti flexor,97,-97
3382,5235,14175,IN19A030,intrinsic,gaba,3877,155633,MNfl18,motor,glutamate,Tergotr.,5,-5
3383,5259,23571,IN06A075,intrinsic,gaba,19970,10013,MNwm16,motor,glutamate,b1,9,-9
3384,5259,23571,IN06A075,intrinsic,gaba,9899,10123,MNwm03,motor,glutamate,hg1,21,-21
3385,5259,23571,IN06A075,intrinsic,gaba,12438,10131,MNwm17,motor,glutamate,b2,76,-76
3386,5267,20652,IN16B076,intrinsic,glutamate,18069,15023,MNfl43,motor,glutamate,Acc. ti flexor,55,-55
3387,5267,20652,IN16B076,intrinsic,glutamate,3417,16632,MNfl27,motor,gaba,Acc. ti flexor,18,-18
3388,5267,20652,IN16B076,intrinsic,glutamate,4492,19468,MNfl48,motor,glutamate,Ta depressor,19,-19
3389,5267,20652,IN16B076,intrinsic,glutamate,11623,20612,MNfl19,motor,glutamate,ltm1-tibia,5,-5
3390,5267,20652,IN16B076,intrinsic,glutamate,19216,29554,MNfl46,motor,acetylcholine,Ta depressor,9,-9
3391,5267,20652,IN16B076,intrinsic,glutamate,15415,101043,MNfl27,motor,glutamate,Acc. ti flexor,51,-51
3392,5270,11316,IN19A008,intrinsic,gaba,20654,12628,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,5,-5
3393,5270,11316,IN19A008,intrinsic,gaba,22711,13464,MNfl53,motor,glutamate,Tergopleural/Pleural promotor,29,-29
3394,5270,11316,IN19A008,intrinsic,gaba,17406,14079,MNnm06,motor,glutamate,AD,5,-5
3395,5270,11316,IN19A008,intrinsic,gaba,1529,14783,MNfl14,motor,glutamate,Acc. tr flexor,114,-114
3396,5270,11316,IN19A008,intrinsic,gaba,2686,16346,MNfl51,motor,unclear,Ta levator,8,-8
3397,5270,11316,IN19A008,intrinsic,gaba,3277,16400,MNfl14,motor,unknown,Acc. tr flexor,32,-32
3398,5270,11316,IN19A008,intrinsic,gaba,22074,18440,MNfl07,motor,glutamate,Tr flexor,310,-310
3399,5270,11316,IN19A008,intrinsic,gaba,10455,18983,MNfl35,motor,glutamate,Fe reductor,9,-9
3400,5270,11316,IN19A008,intrinsic,gaba,1895,19886,MNfl12,motor,glutamate,Tr flexor,89,-89
3401,5270,11316,IN19A008,intrinsic,gaba,10966,20386,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,17,-17
3402,5270,11316,IN19A008,intrinsic,gaba,5818,20572,MNfl07,motor,glutamate,Tr flexor,12,-12
3403,5270,11316,IN19A008,intrinsic,gaba,10694,20673,MNfl12,motor,glutamate,Tr flexor,60,-60
3404,5270,11316,IN19A008,intrinsic,gaba,1441,21612,MNfl05,motor,glutamate,Tr flexor,18,-18
3405,5270,11316,IN19A008,intrinsic,gaba,3886,22729,MNfl14,motor,glutamate,Acc. tr flexor,44,-44
3406,5270,11316,IN19A008,intrinsic,gaba,20558,41933,MNfl12,motor,glutamate,Tr flexor,73,-73
3407,5270,11316,IN19A008,intrinsic,gaba,15636,159822,MNfl11,motor,unknown,Tr flexor,11,-11
3408,5302,19303,IN12A050,intrinsic,glutamate,19970,10013,MNwm16,motor,glutamate,b1,145,-145
3409,5302,19303,IN12A050,intrinsic,glutamate,9899,10123,MNwm03,motor,glutamate,hg1,23,-23
3410,5302,19303,IN12A050,intrinsic,glutamate,10829,10130,MNwm23,motor,glutamate,hg3,9,-9
3411,5302,19303,IN12A050,intrinsic,glutamate,12438,10131,MNwm17,motor,glutamate,b2,91,-91
3412,5302,19303,IN12A050,intrinsic,glutamate,9467,10178,MNwm36,motor,glutamate,wing,11,-11
3413,5302,19303,IN12A050,intrinsic,glutamate,16523,10200,MNwm24,motor,glutamate,hg4,92,-92
3414,5302,19303,IN12A050,intrinsic,glutamate,21344,10825,MNhm03,motor,glutamate,haltere,11,-11
3415,5302,19303,IN12A050,intrinsic,glutamate,19815,10958,MNwm29,motor,gaba,ps1,5,-5
3416,5302,19303,IN12A050,intrinsic,glutamate,2382,11991,MNwm35,motor,glutamate,wing,54,-54
3417,5302,19303,IN12A050,intrinsic,glutamate,7668,12927,MNwm22,motor,glutamate,hg2,5,-5
3418,5302,19303,IN12A050,intrinsic,glutamate,21191,46457,MNwm36,motor,glutamate,wing,8,-8
3419,5320,25780,IN01A030,intrinsic,acetylcholine,980,13156,MNfl45,motor,glutamate,ltm,31,31
3420,5320,25780,IN01A030,intrinsic,acetylcholine,13049,15149,MNfl21,motor,glutamate,Ti flexor,19,19
3421,5320,25780,IN01A030,intrinsic,acetylcholine,3577,15321,MNfl21,motor,glutamate,Ti flexor,13,13
3422,5320,25780,IN01A030,intrinsic,acetylcholine,15079,15791,MNfl26,motor,glutamate,Acc. ti flexor,6,6
3423,5320,25780,IN01A030,intrinsic,acetylcholine,3417,16632,MNfl27,motor,gaba,Acc. ti flexor,6,6
3424,5320,25780,IN01A030,intrinsic,acetylcholine,10876,17885,MNfl28,motor,glutamate,Acc. ti flexor,15,15
3425,5320,25780,IN01A030,intrinsic,acetylcholine,3676,18412,MNfl25,motor,glutamate,Acc. ti flexor,61,61
3426,5320,25780,IN01A030,intrinsic,acetylcholine,9041,23299,MNfl05,motor,glutamate,Tr flexor,7,7
3427,5320,25780,IN01A030,intrinsic,acetylcholine,1822,23698,MNfl25,motor,glutamate,Acc. ti flexor,23,23
3428,5320,25780,IN01A030,intrinsic,acetylcholine,17515,26566,MNfl36,motor,glutamate,Sternal anterior rotator,26,26
3429,5320,25780,IN01A030,intrinsic,acetylcholine,16635,155853,MNfl16,motor,glutamate,Sternal adductor,21,21
3430,5320,25780,IN01A030,intrinsic,acetylcholine,22828,156960,MNnm03,motor,glutamate,neck,6,6
3431,5329,16608,IN06A034,intrinsic,gaba,14349,10571,MNhm42,motor,glutamate,haltere,15,-15
3432,5329,16608,IN06A034,intrinsic,gaba,15022,11059,MNnm08,motor,glutamate,neck,20,-20
3433,5329,16608,IN06A034,intrinsic,gaba,22828,156960,MNnm03,motor,glutamate,neck,23,-23
3434,5329,16608,IN06A034,intrinsic,gaba,10273,178721,MNnm10,motor,glutamate,neck,5,-5
3435,5337,25974,IN14A037,intrinsic,glutamate,21740,13397,MNfl24,motor,glutamate,Acc. ti flexor,6,-6
3436,5344,14639,IN12A035,intrinsic,acetylcholine,10829,10130,MNwm23,motor,glutamate,hg3,15,15
3437,5344,14639,IN12A035,intrinsic,acetylcholine,12438,10131,MNwm17,motor,glutamate,b2,22,22
3438,5344,14639,IN12A035,intrinsic,acetylcholine,21344,10825,MNhm03,motor,glutamate,haltere,29,29
3439,5344,14639,IN12A035,intrinsic,acetylcholine,2924,10931,MNwm23,motor,gaba,hg3,10,10
3440,5344,14639,IN12A035,intrinsic,acetylcholine,4263,13974,MNnm13,motor,glutamate,neck,30,30
3441,5344,14639,IN12A035,intrinsic,acetylcholine,10273,178721,MNnm10,motor,glutamate,neck,8,8
3442,5354,14803,IN17A052,intrinsic,acetylcholine,5550,11657,MNfl41,motor,glutamate,Ti extensor,17,17
3443,5354,14803,IN17A052,intrinsic,acetylcholine,18089,12396,MNfl56,motor,glutamate,Tergopleural/Pleural promotor,25,25
3444,5354,14803,IN17A052,intrinsic,acetylcholine,13075,12686,MNfl54,motor,glutamate,Tergopleural/Pleural promotor,36,36
3445,5354,14803,IN17A052,intrinsic,acetylcholine,21423,13490,MNfl53,motor,glutamate,Tergopleural/Pleural promotor,5,5
3446,5354,14803,IN17A052,intrinsic,acetylcholine,13722,14949,MNfl13,motor,glutamate,Fe reductor,20,20
3447,5354,14803,IN17A052,intrinsic,acetylcholine,19372,17176,MNfl36,motor,glutamate,Sternal anterior rotator,42,42
3448,5354,14803,IN17A052,intrinsic,acetylcholine,938,19319,MNfl55,motor,glutamate,Tergopleural/Pleural promotor,17,17
3449,5354,14803,IN17A052,intrinsic,acetylcholine,7314,21944,MNfl35,motor,glutamate,Fe reductor,8,8
3450,5354,14803,IN17A052,intrinsic,acetylcholine,17515,26566,MNfl36,motor,glutamate,Sternal anterior rotator,188,188
3451,5354,14803,IN17A052,intrinsic,acetylcholine,16635,155853,MNfl16,motor,glutamate,Sternal adductor,21,21
3452,5354,14803,IN17A052,intrinsic,acetylcholine,3357,156857,MNfl35,motor,glutamate,Fe reductor,7,7
3453,5363,12542,IN12B018,intrinsic,gaba,19046,12761,MNfl24,motor,glutamate,Acc. ti flexor,7,-7
3454,5363,12542,IN12B018,intrinsic,gaba,4567,13163,MNfl40,motor,glutamate,Ti flexor,95,-95
3455,5363,12542,IN12B018,intrinsic,gaba,11570,13283,MNfl21,motor,glutamate,Ti flexor,46,-46
3456,5363,12542,IN12B018,intrinsic,gaba,12793,13399,MNfl21,motor,glutamate,Ti flexor,53,-53
